1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.9999999999999999,0.0,0.0882623353588767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07448217934321019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714174667318783,0.060760459459298484,0.0,0.0,0.03127918512128001,0.0,0.03431258666200892,0.12374178950920596,0.0,0.10078945394328019,0.0,0.032240876033320875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.11737523037157269,0.0,0.0,0.0,0.033831795396015545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04252099110729915,0.0,0.087518762136381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06771156214920342,0.0,0.0,0.0,0.0,0.02264379891919416,0.0758632103556081,0.0,0.0,0.0,0.0,0.0,0.11142789360613578,0.019523580421914093,0.0,0.0,0.029761011415398202,0.20251325872393736,0.0,0.0,0.0,0.0,0.0,0.032559571421507644,0.0,0.0,0.0,0.03684836574284868,0.06109542365410294,0.011637548610733043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136177731896143,0.0,0.0,0.06718941823114077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884932330613618,0.06627304500343502,0.0,0.010821883412392756,0.0,0.061413942904747804,0.0,0.0
0.0882623353588767,0.0,0.9999999999999999,0.0,0.0,0.07847637899031037,0.031222950809607117,0.0,0.0,0.0,0.0,0.0,0.0,0.10435198613228924,0.0,0.0,0.0,0.0,0.0,0.0,0.0923474009713898,0.03300059126589032,0.0,0.0,0.0,0.0,0.0,0.04496577966710103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03081960454509612,0.1096760624331345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02864679364864083,0.06412035143050278,0.0,0.0,0.0,0.0,0.0,0.11465613692719312,0.0,0.0,0.0,0.0,0.0,0.09540590626159415,0.0,0.0,0.0,0.0,0.0,0.04852348065243781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05029156116515315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08765720826324125,0.0,0.04631455880667265,0.0712999855768738,0.0
0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.06579783991704649,0.0,0.0,0.0,0.0,0.0,0.12098729006724604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06849927672102593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10900861322918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04537735709160588
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02867217763042509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09497196514904183,0.0,0.0,0.0,0.0,0.0,0.0,0.0508000508000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03877542138085242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024562537539453734,0.0636824316444091,0.0,0.0,0.0,0.0,0.0,0.027128527791054673,0.0,0.15215010259201078,0.0,0.0,0.0,0.0,0.1886221770736233,0.0,0.0,0.0,0.0,0.0,0.029722243120681762,0.07202263595024049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037535063366188504,0.0,0.0,0.0,0.0,0.05764861874843599,0.0,0.0,0.0,0.0,0.0,0.05701573160798387,0.0
0.0,0.0,0.07847637899031037,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.03200848209127126,0.028917408913534868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620582880877255,0.0,0.0,0.0,0.0,0.07667167879888682,0.010407620520530571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10283253944276119,0.11483948429599734,0.0,0.0,0.0628697719683635,0.0,0.0,0.0,0.0,0.07403612127535553,0.0,0.0,0.0,0.0,0.026936866731719546,0.0,0.0,0.0,0.05544868085722592,0.0,0.0,0.0,0.0,0.0,0.0,0.07397606893084137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01840207540004459,0.0,0.0,0.0,0.11576514225863739,0.0,0.09370913318240048,0.0,0.0,0.0,0.0,0.0,0.0,0.07550232541875196,0.0,0.13479000988800488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11737523037157269,0.031222950809607117,0.06579783991704649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.056167177648218006,0.0,0.0,0.0,0.0,0.0,0.0,0.028010215507813848,0.0,0.0,0.0,0.0,0.0,0.08285092312703987,0.0,0.047722251710718165,0.0,0.028100655728646402,0.0,0.0,0.0,0.0,0.0,0.04997402026243999,0.0,0.0,0.0,0.0,0.0,0.07340184770420002,0.0,0.0,0.0,0.0,0.0,0.0,0.13128592103692152,0.0,0.0,0.0,0.0,0.05645714951678252,0.01893959774986716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022895427362117676,0.15426461882703874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054717832987883054,0.0,0.0,0.0,0.0,0.0,0.0,0.04428107651922146,0.0,0.0,0.0,0.0,0.022669851148001734,0.0,0.0,0.06986215822211454,0.05730302348130663,0.0,0.0,0.07583759477541231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.04779060487756621,0.0,0.0,0.05569046766311271,0.0,0.0,0.08523601958543742,0.0,0.0,0.0853402411289535,0.0,0.0,0.0,0.0,0.0,0.0,0.055937881289810254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07127379773306937,0.0,0.0,0.04847852864511888,0.0,0.0,0.0,0.0,0.0,0.0,0.11816051118506697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04313367794090013,0.0,0.0,0.0,0.09610732043655723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.006240371113424388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02014744802037258,0.07508510557782777,0.0,0.10893098097253215,0.0,0.0,0.0,0.0,0.037976585159429116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1020391780710209,0.0,0.0,0.0,0.0,0.0,0.09664763289031936,0.0,0.0,0.0,0.0,0.0,0.0,0.027525542269276376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03359793938957421,0.0,0.0,0.03470760293059558,0.0,0.0,0.0,0.0,0.023760876817778557,0.0,0.03883922282198064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02750066603982107,0.0,0.0,0.018830322903968855,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007938042815398083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06722199863752028,0.0,0.0,0.0,0.0,0.0,0.06088956317640968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04659475134766185,0.0,0.0,0.0,0.03422733952159554,0.0,0.06967675141103467,0.0,0.04445194893424093,0.0,0.0,0.0,0.0,0.07544279070246046,0.09387798331530112,0.0,0.0,0.05677201187838438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05308411140936342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
